City,Latitude,Longitude,Max temp,Humidity,Cloudiness,Wind speed,Country,Date
chimore,-16.9833,-65.1333,25.86,74,31,0.37,BO,1613257324
alyangula,-13.8483,136.4192,27.0,89,75,3.6,AU,1613257325
jacqueville,5.2052,-4.4146,28.0,94,20,3.6,CI,1613257325
gillette,44.2911,-105.5022,-18.89,77,90,3.09,US,1613257326
kulu,39.0951,33.0799,3.48,68,97,2.37,TR,1613257326
gizo,-8.103,156.8419,28.66,77,73,4.85,SB,1613257326
sayula,19.8667,-103.6167,23.0,53,40,3.06,MX,1613257327
road town,18.4167,-64.6167,26.0,69,20,5.14,VG,1613257178
severo-yeniseyskiy,60.3725,93.0408,-28.59,89,100,1.81,RU,1613257327
lompoc,34.6391,-120.4579,14.0,77,90,7.2,US,1613257048
buin,-33.7333,-70.75,25.0,50,0,3.09,CL,1613257328
poum,-20.2333,164.0167,26.46,69,14,1.81,NC,1613257328
tessalit,20.1986,1.0114,22.04,17,71,4.92,ML,1613257329
beira,-19.8436,34.8389,26.67,100,40,2.57,MZ,1613257329
khorramshahr,30.4397,48.1664,15.0,72,0,1.03,IR,1613257329
radhanpur,23.8333,71.6,17.7,61,0,2.89,IN,1613257330
calvinia,-31.4707,19.776,15.07,82,11,2.63,ZA,1613257330
portland,45.5234,-122.6762,0.56,69,90,2.06,US,1613257303
colares,38.7992,-9.4469,12.22,88,48,0.89,PT,1613257330
alvorada,-12.48,-49.1247,23.79,84,90,0.96,BR,1613257331
ormara,25.2088,64.6357,20.37,66,0,3.73,PK,1613257331
aljustrel,37.8776,-8.1652,10.0,87,0,2.06,PT,1613257332
micheweni,-4.9667,39.8333,26.82,80,83,3.49,TZ,1613257332
bud,39.447,-86.1758,-3.89,81,100,3.54,US,1613257333
isangel,-19.55,169.2667,28.0,83,40,1.8,VU,1613257333
svetlogorsk,52.6333,29.7333,-11.83,93,96,5.68,BY,1613257333
manaure,11.7751,-72.4445,28.76,63,1,8.39,CO,1613257334
rafai,4.95,23.9167,23.16,29,0,0.92,CF,1613257334
vidim,56.4088,103.1106,-23.32,89,100,1.92,RU,1613257335
healesville,-37.65,145.5167,18.33,79,24,1.89,AU,1613257335
puerto quijarro,-17.7833,-57.7667,24.62,92,61,1.27,BO,1613257335
idar-oberstein,49.7,7.3,-5.56,73,0,4.63,DE,1613257336
caxito,-8.5785,13.6643,26.0,83,20,2.06,AO,1613257336
sanandaj,35.3144,46.9923,5.21,61,17,1.09,IR,1613257336
bull savanna,17.8868,-77.5902,23.81,79,2,5.73,JM,1613257337
daru,-9.0763,143.2092,28.11,79,100,1.47,PG,1613257337
nakskov,54.8373,11.1284,-1.67,86,0,2.24,DK,1613257337
great falls,47.5002,-111.3008,-20.56,71,75,3.09,US,1613257337
pochutla,15.7432,-96.4661,30.0,54,20,10.29,MX,1613257338
brae,60.3964,-1.353,4.0,65,90,15.95,GB,1613257338
porto santo,33.072,-16.3415,13.0,88,20,2.36,PT,1613257338
port macquarie,-31.4333,152.9167,24.44,76,67,0.45,AU,1613257339
tommot,58.9564,126.2925,-24.98,85,100,3.79,RU,1613257339
labytnangi,66.6572,66.4183,-34.58,84,3,0.66,RU,1613257339
momignies,50.0271,4.1652,-3.33,58,84,1.34,BE,1613257340
bloemfontein,-29.1211,26.214,19.0,82,51,1.54,ZA,1613257156
san quintin,30.4833,-115.95,15.24,72,98,7.71,MX,1613257340
marsh harbour,26.5412,-77.0636,24.53,81,77,6.34,BS,1613257341
malanje,-9.5402,16.341,17.45,88,10,2.13,AO,1613257341
pristina,42.6727,21.1669,-10.0,85,90,4.63,XK,1613257267
rio gallegos,-51.6226,-69.2181,14.0,33,40,7.72,AR,1613257045
senno,59.5336,33.9167,-18.72,89,99,2.5,RU,1613257342
pangnirtung,66.1451,-65.7125,-30.42,80,87,0.93,CA,1613257342
westerland,54.9079,8.3033,-9.0,92,0,2.06,DE,1613257343
hervey bay,-25.2986,152.8535,26.67,75,95,2.24,AU,1613257343
ponta delgada,37.7333,-25.6667,15.0,94,20,8.23,PT,1613257344
rocha,-34.4833,-54.3333,20.93,93,54,3.04,UY,1613257166
cockburn town,21.4612,-71.1419,26.0,69,40,7.2,TC,1613257057
pabrade,55.0,25.7833,-3.33,93,90,3.6,LT,1613257345
changli,39.7042,119.1506,-1.03,93,100,6.58,CN,1613257345
tura,25.5198,90.2201,16.06,47,7,0.91,IN,1613257097
jinchang,38.4953,102.1739,-1.49,81,4,2.33,CN,1613257346
kavieng,-2.5744,150.7967,28.9,73,95,2.69,PG,1613257346
harrisonburg,38.4496,-78.8689,-1.67,1,100,0.99,US,1613257077
appleton,44.2619,-88.4154,-16.11,55,40,5.66,US,1613257292
tartagal,-22.5164,-63.8013,26.15,57,94,1.55,AR,1613257347
kuri,37.5986,127.1394,5.0,65,75,0.51,KR,1613257347
arraial do cabo,-22.9661,-42.0278,24.0,100,75,2.06,BR,1613257331
kondopoga,62.2057,34.2614,-16.0,92,85,1.0,RU,1613257104
kharitonovo,61.4009,47.4978,-18.02,88,100,5.95,RU,1613257348
kasulu,-4.5767,30.1025,21.0,100,75,0.24,TZ,1613257349
biltine,14.5333,20.9167,22.93,19,1,6.5,TD,1613257349
khorramabad,33.4878,48.3558,7.57,54,0,0.4,IR,1613257153
bykovo,55.6361,38.0803,-13.0,85,75,4.0,RU,1613257350
kaeo,-35.1,173.7833,20.56,90,99,4.47,NZ,1613257329
reconquista,-29.15,-59.65,26.74,47,94,2.18,AR,1613257351
rudnogorsk,57.2639,103.7519,-24.86,90,100,1.86,RU,1613257351
komsomolskiy,40.4272,71.7189,5.0,65,20,0.39,UZ,1613257352
messina,38.1933,15.5497,12.22,87,40,4.63,IT,1613257352
crestline,34.242,-117.2856,15.56,58,75,2.57,US,1613257353
paikuse,58.3792,24.6344,-0.56,75,94,4.02,EE,1613257353
terrace bay,48.7834,-87.1,-13.0,78,90,5.14,CA,1613257223
luan,46.3592,6.9759,-2.22,82,79,1.49,CH,1613257354
sabzevar,36.2126,57.6819,9.13,47,73,1.3,IR,1613257354
villa carlos paz,-31.4241,-64.4978,28.0,47,40,2.06,AR,1613257354
igrim,63.1906,64.4162,-31.86,86,10,2.38,RU,1613257355
seaforth,17.9358,-76.4573,27.0,69,20,8.75,JM,1613257355
ishigaki,24.3448,124.1572,20.0,88,20,2.06,JP,1613257356
port keats,-14.25,129.55,27.46,81,100,3.38,AU,1613257356
lima,-12.0432,-77.0282,26.11,61,0,5.66,PE,1613257166
palmer,42.1584,-72.3287,-2.78,39,90,2.06,US,1613257357
kamina,-8.7386,24.9906,18.48,95,100,1.53,CD,1613257357
sao gabriel da cachoeira,-0.1303,-67.0892,25.14,95,99,0.74,BR,1613257357
sungairaya,0.7,108.9,24.01,88,100,3.97,ID,1613257358
puri,19.8,85.85,21.0,88,0,4.93,IN,1613257358
guerrero negro,27.9769,-114.0611,16.38,65,81,8.34,MX,1613257358
manzil salim,35.8567,8.4765,7.0,81,40,3.09,TN,1613257359
simplicio mendes,-7.8539,-41.9103,27.45,55,57,0.99,BR,1613257359
valvedditturai,9.8167,80.1667,24.36,82,0,3.47,LK,1613257359
mokhsogollokh,61.4681,128.9203,-24.24,89,100,2.78,RU,1613257360
kaspiyskiy,45.3929,47.3707,0.35,88,55,1.35,RU,1613257360
luganville,-15.5333,167.1667,29.73,69,100,2.92,VU,1613257360
cairns,-16.9167,145.7667,28.33,83,89,2.06,AU,1613257361
mahibadhoo,3.7833,72.9667,27.06,69,9,3.93,MV,1613257361
meulaboh,4.1363,96.1285,24.37,83,7,1.97,ID,1613257361
careiro da varzea,-3.2003,-59.8119,24.0,94,75,1.54,BR,1613257362
sergeyevka,53.88,67.4158,-1.85,97,99,5.31,KZ,1613257362
mango,27.9797,-82.3065,26.67,61,40,1.54,US,1613257362
filingue,14.3521,3.3168,23.95,16,0,3.04,NE,1613257362
kenora,49.8167,-94.4337,-23.89,70,75,3.09,CA,1613257363
bonnyville,54.2668,-110.735,-20.0,50,1,2.57,CA,1613257188
fort william,56.8165,-5.1121,1.11,89,100,8.94,GB,1613257363
whitehorse,60.7161,-135.0538,-12.03,87,0,0.2,CA,1613257364
stornoway,58.2093,-6.3865,5.0,81,75,10.29,GB,1613257364
luorong,24.4058,109.6086,15.52,73,2,0.53,CN,1613257365
nabire,-3.3667,135.4833,25.44,87,55,1.53,ID,1613257365
saint-joseph,-21.3667,55.6167,26.0,73,16,7.2,RE,1613257365
grindavik,63.8424,-22.4338,3.0,87,90,13.38,IS,1613257366
padang,-0.9492,100.3543,24.0,94,20,1.03,ID,1613257366
sayyan,15.1718,44.3244,11.82,38,0,1.65,YE,1613257366
ilabaya,-17.4208,-70.5133,21.09,53,37,2.51,PE,1613257367
vinh,18.6667,105.6667,15.89,87,0,1.41,VN,1613257367
mantua,45.1667,10.7833,-2.78,63,0,2.57,IT,1613257367
port lincoln,-34.7333,135.8667,17.39,69,93,4.95,AU,1613257368
port moresby,-9.4431,147.1797,28.0,83,40,2.57,PG,1613257368
gela,37.0803,14.2307,9.44,93,40,1.03,IT,1613257369
pacifica,37.6138,-122.4869,14.0,62,75,13.38,US,1613257369
kirakira,-10.4544,161.9205,29.0,75,85,4.71,SB,1613257369
kamen-na-obi,53.7884,81.3423,-18.52,92,63,3.43,RU,1613257369
sitka,57.0531,-135.33,3.0,28,1,4.63,US,1613257370
gravdal,68.1214,13.5031,-2.58,88,89,2.86,NO,1613257370
cam ranh,11.9214,109.1591,19.0,82,40,2.06,VN,1613257370
gordeyevka,52.9569,31.9703,-12.88,94,100,7.58,RU,1613257371
tigil,57.8,158.6667,-24.81,84,0,1.01,RU,1613257371
cerasu,45.3167,26.0333,-7.22,60,90,3.83,RO,1613257371
muscat,23.6139,58.5922,21.0,83,0,2.06,OM,1613257111
serenje,-13.2325,30.2352,16.54,94,100,1.77,ZM,1613257372
nhulunbuy,-12.2333,136.7667,28.0,83,0,2.57,AU,1613257372
yar-sale,66.8333,70.8333,-33.66,86,35,1.18,RU,1613257373
ucluelet,48.9329,-125.5528,2.78,80,75,2.57,CA,1613257138
henties bay,-22.116,14.2845,20.22,87,83,0.71,NA,1613257373
nuuk,64.1835,-51.7216,-9.0,73,90,7.72,GL,1613257374
pinawa,50.1489,-95.8811,-25.24,88,100,3.5,CA,1613257374
turayf,31.6725,38.6637,11.0,76,0,5.14,SA,1613257375
necochea,-38.5473,-58.7368,20.0,89,100,1.34,AR,1613257375
champerico,14.3,-91.9167,32.0,62,20,7.2,GT,1613257375
portobelo,9.55,-79.65,31.0,48,20,4.63,PA,1613257376
